"OldPath","NewPath","ReferencingNote","Reason","SHA256"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240715131837.png","01 Основы\Linux\assets\Pasted image 20240715131837.png","01 Основы\Linux\Конфигурация Linux.md","referenced-by-one-note","29C1F1E173382471D306F4D090BA231B31D051DBA919CAF70EA584A61EA804EA"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240715131942.png","01 Основы\Linux\assets\Pasted image 20240715131942.png","01 Основы\Linux\Конфигурация Linux.md","referenced-by-one-note","879DC3B5690DC8CF8135F65FE7ECBE3DF2AE3A1BBE08413679B5A6781F98A184"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240715133936.png","01 Основы\Linux\assets\Pasted image 20240715133936.png","01 Основы\Linux\Конфигурация Linux.md","referenced-by-one-note","00A674BA6EC36B74CFC30DBD983C6E2D2485CD75F2BA743D6414F2F86F40C505"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240715134454.png","01 Основы\Linux\assets\Pasted image 20240715134454.png","01 Основы\Linux\Конфигурация Linux.md","referenced-by-one-note","DAA3E046C6CB3725A534A20C33CC9EE1DCB59BF964BC724C2911F8CF79F2F5C8"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240715134824.png","01 Основы\Linux\assets\Pasted image 20240715134824.png","01 Основы\Linux\Конфигурация Linux.md","referenced-by-one-note","418D991FAEB689A29EA1FB225BC084D3EFCA4F5DD6E6EF2B4A99394CFA62AF64"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240715134959.png","01 Основы\Linux\assets\Pasted image 20240715134959.png","01 Основы\Linux\Конфигурация Linux.md","referenced-by-one-note","8BBCF3D3E79A1754AB55033EDAC63BC1EA77E5BA4EFF7E1E66AF0891E415A7D0"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240715164053.png","01 Основы\Linux\assets\Pasted image 20240715164053.png","01 Основы\Linux\Конфигурация Linux.md","referenced-by-one-note","F85BA1A07010C9C6A9946178B487A54821CC93A351716375DA4DA7F68F19DB12"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240715164313.png","01 Основы\Linux\assets\Pasted image 20240715164313.png","01 Основы\Linux\Конфигурация Linux.md","referenced-by-one-note","CC9892A4C6D1DB01770740F4A882EDC2538A311521472CAA7A61AF9CA3BBB086"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716075728.png","01 Основы\Linux\assets\Pasted image 20240716075728.png","01 Основы\Linux\Управление сервисами systemd.md","referenced-by-one-note","3770A05EF1733DC56D435AB35471C3F2B5686807158E9D6B1B10D6637791FB6A"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716081618.png","01 Основы\Windows\Передача файлов\assets\Pasted image 20240716081618.png","01 Основы\Windows\Передача файлов\WinSCP.md","referenced-by-one-note","C4B7D7354A5E866BAA92496363B01AC3425B0E195C7BD4A65463D4C466CDFF55"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716081733.png","01 Основы\Windows\Передача файлов\assets\Pasted image 20240716081733.png","01 Основы\Windows\Передача файлов\WinSCP.md","referenced-by-one-note","D1D1045D6858A2A99DAD7ED36D701FB79195941BBF3A3A6F672A5E5D2A664349"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716081748.png","01 Основы\Windows\Передача файлов\assets\Pasted image 20240716081748.png","01 Основы\Windows\Передача файлов\WinSCP.md","referenced-by-one-note","0AE499AD4B98D9165A9B5BE0E569F3C8C7E00734BCC9261D0BDB8C13C8D43B2B"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716081807.png","01 Основы\Windows\Передача файлов\assets\Pasted image 20240716081807.png","01 Основы\Windows\Передача файлов\WinSCP.md","referenced-by-one-note","5193001F88DFD90280BDF6A5D78E6F176088B9A7D279A56AE96FE9106ED1B2DD"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716081825.png","01 Основы\Windows\Передача файлов\assets\Pasted image 20240716081825.png","01 Основы\Windows\Передача файлов\WinSCP.md","referenced-by-one-note","C16827E898ACB4ACAFAD3BA6DE769B049A8FEF813B66ADBE50441B12702DC484"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716082210.png","01 Основы\Сети\Передача файлов\assets\Pasted image 20240716082210.png","01 Основы\Сети\Передача файлов\Samba.md","referenced-by-one-note","8DAC29B327508641B08AC3FC7EF137688FB0F778B6387AE716B36F3E96A64E0F"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716082454.png","01 Основы\Сети\Передача файлов\assets\Pasted image 20240716082454.png","01 Основы\Сети\Передача файлов\Samba.md","referenced-by-one-note","66C07AC57A64AB1F827F2C63070895D978DCCB68F8C109CFCEAF906A9CD38CD4"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083100.png","01 Основы\Windows\Передача файлов\assets\Pasted image 20240716083100.png","01 Основы\Windows\Передача файлов\FileZilla.md","referenced-by-one-note","B918B16A1747D5BC6B2AD78D2E4ED82FE253B42F5F378C72B9255B5C2D10A026"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083207.png","01 Основы\Windows\Передача файлов\assets\Pasted image 20240716083207.png","01 Основы\Windows\Передача файлов\FileZilla.md","referenced-by-one-note","C25E3848A3C9F9C253B0EDA23841151A635A7EC66B94D864C8C9F58ECE8CE2A4"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083408.png","01 Основы\Web и HTTP\assets\Pasted image 20240716083408.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","62663B6D1650BC88587A2720D3698A3DCBA7D0916D64232104753C1A0E3B5830"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083428.png","01 Основы\Web и HTTP\assets\Pasted image 20240716083428.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","ABF888FE0282677E9A935BA027BF2F73F7C77558AE1602C5AA9D2A06B448C055"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083521.png","01 Основы\Web и HTTP\assets\Pasted image 20240716083521.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","49CB6CC0A4D34640321F347D3FE8CEDA4E8516C2725DB1E4D5B856D41A68D288"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083608.png","01 Основы\Web и HTTP\assets\Pasted image 20240716083608.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","CC39347B12F249C65E5435D9BD6C0B3FC8EF8CF40C8372C30A2B2D19780332B6"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083640.png","01 Основы\Web и HTTP\assets\Pasted image 20240716083640.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","9FFD945EDBBDB1C5F5BD1CECE5FA290C340A3B81D3D01CEB2CC959AC0296FCB3"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083652.png","01 Основы\Web и HTTP\assets\Pasted image 20240716083652.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","6CDE9546C546408FDEAC2E13E805D679452372125DF883A492A192D11C3184C9"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083930.png","01 Основы\Web и HTTP\assets\Pasted image 20240716083930.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","EDE7A197E9CDB7B4F4B4F44AF07E1A2DA9A5CD6DD8816B2328BAD591904C2BD6"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716083952.png","01 Основы\Web и HTTP\assets\Pasted image 20240716083952.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","9532F8062F1C77F668A6279604E2B8B4413CFE98F68962D9C6C57E8E034D234F"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716084039.png","01 Основы\Linux\assets\Pasted image 20240716084039.png","01 Основы\Linux\Планировщик cron.md","referenced-by-one-note","60980D8F00CEFAFB1B7511C0B317C1E7C2A5A533B984919D2588945FCEBEA627"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716084048.png","01 Основы\Linux\assets\Pasted image 20240716084048.png","01 Основы\Linux\Планировщик cron.md","referenced-by-one-note","7D9EBE563F093AC725AA12BBB0EFF7EA91F29600362151597FC8DCEB4C4929F0"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716221048.png","01 Основы\Сети\Передача файлов\assets\Pasted image 20240716221048.png","01 Основы\Сети\Передача файлов\Samba.md","referenced-by-one-note","92451A7CD9151219B5BD58914018D6DC054588EEB578A4E75A7ED9C20E656477"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240716222611.png","01 Основы\Сети\Передача файлов\assets\Pasted image 20240716222611.png","01 Основы\Сети\Передача файлов\Samba.md","referenced-by-one-note","1CA5CB164D6252424904B1851C783110F6FFB05B1393ED8ED985E931AE6CB72B"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717144947.png","06 Безопасность систем\Защитная настройка\assets\Pasted image 20240717144947.png","06 Безопасность систем\Защитная настройка\iptables.md","referenced-by-one-note","24F90FC82DE5D5A910C72C008DDA28852CD4907B0A7C64FB3537702EE24173AE"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717150045.png","06 Безопасность систем\Защитная настройка\assets\Pasted image 20240717150045.png","06 Безопасность систем\Защитная настройка\iptables.md","referenced-by-one-note","0D5333B885348DBAF5D777EB0AC3EAAA0B6347AE8F9E4DA6D72D6F924AE407D5"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717192948.png","01 Основы\Web и HTTP\assets\Pasted image 20240717192948.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","2C340D50E6379B96ED177710109CF087C15C09F7062865392ACF7028AB0D37DB"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193054.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193054.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","EBA056660E0531440D2130445AC6D90B6EBEA0E0F5CF236F8732D48F776BB19F"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193235.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193235.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","B4756DDFD04AD380784D30D986615D0476269581D2526244FD96690DDB62C50A"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193400.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193400.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","EA9D3ECDCBF345F0EBE823F08CE0FE8DBF99D1ACB4AEDE13B6F6193527FA2AE5"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193654.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193654.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","FA7794400D3456F2DB553B763D2D07DE58EF3A78CCB40694F9AEAF2A2503DD19"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193725.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193725.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","0D87299334DA4445E816BCAF720443E29EA5508A59608255C4DD90D64F901E4A"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240717193806.png","01 Основы\Web и HTTP\assets\Pasted image 20240717193806.png","01 Основы\Web и HTTP\Веб-серверы Apache и Nginx.md","referenced-by-one-note","16A1C4772E462F118EC84526478BA0EA18EA52CF56D93BAE238FBDF090AE0244"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173237.png","01 Основы\Linux\assets\Pasted image 20240718173237.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","44B588280001C4DFEBA23F373A90437C77BCB87D5B22D5D499BFA16D78006EEC"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173323.png","01 Основы\Linux\assets\Pasted image 20240718173323.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","83ECB8D76A971693FAB56B8BAE7B0DB6EEDCB23490D321EDBBC34E63A892E8F3"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173339.png","01 Основы\Linux\assets\Pasted image 20240718173339.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","FFAE61F9AE144CDBA79E2FE722D07557B7FD22C9FE84788397C6C3E39A5AE8B2"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173621.png","01 Основы\Linux\assets\Pasted image 20240718173621.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","9999EE946F90C6B8C2D78A23980DB264BF49A574033BA5FE32D55E6EC3850111"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718173850.png","01 Основы\Linux\assets\Pasted image 20240718173850.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","E59803A2E61C21D7DDA6194CC564026A8A407DBD26B633E9664D064D584B6724"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718174219.png","01 Основы\Linux\assets\Pasted image 20240718174219.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","384A4B39F6B3C58DCB62AB508453BF3DAFEB612C0ACB93E1893EB6760343E6C6"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718174333.png","01 Основы\Linux\assets\Pasted image 20240718174333.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","C838CBA343B0AA1FC56A8A4E0B3EA7A894DC15BD8F9A7783156B26419DA2EE5B"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718174457.png","01 Основы\Linux\assets\Pasted image 20240718174457.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","44858ABC7AD1153F0B693984725FA8895A6E96F2C6008DB9EC4A04F943A143B6"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718174906.png","01 Основы\Linux\assets\Pasted image 20240718174906.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","01BE5298FA29CB8E822821AF3835510776C1CA1024CF27B32D8F392C9766D2BE"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175018.png","01 Основы\Linux\assets\Pasted image 20240718175018.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","18469CB83144EF1E6798C396D242547E3AA3B9A6AAC644064FEBBB7E22763F36"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175100.png","01 Основы\Linux\assets\Pasted image 20240718175100.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","FAA5FD632019633A00B56AF688BD887833F5CCBCC882D42E3F59E6E55AA3B7D6"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175256.png","01 Основы\Linux\assets\Pasted image 20240718175256.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","EF5D6C25A97CF7D3EA443995964BDEABB57DFF993C01BE6E102AA96ED1E33D41"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175329.png","01 Основы\Linux\assets\Pasted image 20240718175329.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","2664360CFB1B2848EF144297AE6004D671035B19976FAD746B65D5FBE2B81C05"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175426.png","01 Основы\Linux\assets\Pasted image 20240718175426.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","31C98E38B4717C9E37FF0E37B8B50C88DB33C2F3909930BEDBD8514850C4CA23"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718175724.png","01 Основы\Linux\assets\Pasted image 20240718175724.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","9E11A6B7BFD0C35256119BB663BEB92CBFCF7EE83EEEB341E307B43E9508827C"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718180007.png","01 Основы\Linux\assets\Pasted image 20240718180007.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","C8499E659DFCB3BFD9EB80CFC6CCF1CA8D2E1A7BD5C4AB4BE7A212974E86862B"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718180048.png","01 Основы\Linux\assets\Pasted image 20240718180048.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","394489419A5F60F444B0AE055459B63F12FF98B5EB9458C7B44CFDB5671E7401"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718180611.png","01 Основы\Linux\assets\Pasted image 20240718180611.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","AFB10D150DE14925A3A0EC683F665D49F7F504F1D252CBEE5D38EA60F1EB85CB"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718190631.png","01 Основы\Linux\assets\Pasted image 20240718190631.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","D11F9780F22CEEB3BBB1215D9EDDE629352EF7A61FCB039ACD03CDD26C8C2939"
"01 Основы\Контейнеры и инфраструктура\DevOps и администрирование\assets\Pasted image 20240718190729.png","01 Основы\Linux\assets\Pasted image 20240718190729.png","01 Основы\Linux\Файловые системы Linux.md","referenced-by-one-note","41FF1490018079D8882E5F2A7FC0E8BAD76E0C0DBB726861ABD891B066CB079F"
"01 Основы\Сети\assets\Pasted image 20240614200341.png","04 Безопасность приложений\06 API\assets\Pasted image 20240614200341.png","04 Безопасность приложений\06 API\Основы API.md","referenced-by-one-note","0C526F9EE3F3942AD7E6FCC2D6FF1B7A9E9553D2BF102B17E79636E548692F6C"
"01 Основы\Сети\assets\Pasted image 20240614200357.png","04 Безопасность приложений\06 API\assets\Pasted image 20240614200357.png","04 Безопасность приложений\06 API\Основы API.md","referenced-by-one-note","EF31D48024ADF71F92DA6E873C1E8912DC5FE21839F9568BBB310DD3F5C7CC5C"
"01 Основы\Сети\assets\Pasted image 20240614200520.png","04 Безопасность приложений\06 API\assets\Pasted image 20240614200520.png","04 Безопасность приложений\06 API\Основы API.md","referenced-by-one-note","F4DDA666F3211859344ADED84D0FEDDE6EE37318302468642E150BC80A76BC1D"
"01 Основы\Сети\assets\Pasted image 20240614200619.png","04 Безопасность приложений\06 API\assets\Pasted image 20240614200619.png","04 Безопасность приложений\06 API\Основы API.md","referenced-by-one-note","8C35226698589A608D54DDBFE4BD6A2B6F56B04180C269CC6E39E023A0811244"
"01 Основы\Сети\assets\Pasted image 20240614200925.png","04 Безопасность приложений\06 API\assets\Pasted image 20240614200925.png","04 Безопасность приложений\06 API\Основы API.md","referenced-by-one-note","8C114190FFED1D6C0A04CF561B9D6783D025F66F6E4781947CF807966603F7DD"
"01 Основы\Сети\assets\Pasted image 20240614201021.png","04 Безопасность приложений\06 API\assets\Pasted image 20240614201021.png","04 Безопасность приложений\06 API\Основы API.md","referenced-by-one-note","B4C38DD9AAB27A679F9F21F09027587BE34322187B6D69F1971A01F94F2086A7"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729023711.png","01 Основы\Сети\assets\Pasted image 20240729023711.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","8E4ADFD2A96C1048EDB006A6B12FB5BDF2F4CB52225B5F14EC0CE7ABB13BA44B"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729023832.png","01 Основы\Сети\assets\Pasted image 20240729023832.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","89E94C23EF40D7F81CC137EC4A297717EEC5F42607EEA10FF3F37AC2A9F01465"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729024042.png","01 Основы\Сети\assets\Pasted image 20240729024042.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","8889B4E05BC6D4347AA209CB5453EDC14672ACABFE5726ADE2E3DBEDB220A43A"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729024327.png","01 Основы\Сети\assets\Pasted image 20240729024327.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","A1180DC2D9B35EE165A67EBA753C21E5A138F68AD407A9D11D3B0E8A53B290C1"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729024439.png","01 Основы\Сети\assets\Pasted image 20240729024439.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","EC388FCF887701BA059115CA0310D02D88C768A9B32734BACDEF8B16A7FE8EB0"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729024516.png","01 Основы\Сети\assets\Pasted image 20240729024516.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","E5ABB25D946F725AB0308A0F7E65D13758E419FBCC2CB250ACB3B118CF671060"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729024630.png","01 Основы\Сети\assets\Pasted image 20240729024630.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","14E9689CF022FA2078E062A3E3F2AB41DB0B3C86B0F59AF9038387B5C5D4387D"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729024711.png","01 Основы\Сети\assets\Pasted image 20240729024711.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","07A428C1EF03119A3A6D816AA03E4EB70EFA01C9488FB1E2FD87F8ABF59076D6"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729164929.png","01 Основы\Сети\assets\Pasted image 20240729164929.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","B76872F87A009996C5E2AFE86130830533EA33F129145BE3919056CD2608EFCA"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729165026.png","01 Основы\Сети\assets\Pasted image 20240729165026.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","0D6E4ED866B6759C1BBE1FAAAE694FCF244AC6AC2323F430DBA3021F15B8974B"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729173813.png","01 Основы\Сети\assets\Pasted image 20240729173813.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","1DE34471DA28F5F677FD0422A7B4A1E906D91C744AD02924FD7BEEE180F5B34E"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729173855.png","01 Основы\Сети\assets\Pasted image 20240729173855.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","2519B1D3F00FDAFD5C71F2687CEC1698CB082A24178B0B8E62C465B0CF9A3110"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729201531.png","01 Основы\Сети\assets\Pasted image 20240729201531.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","7FCE2A6384CFDB778955A2F986751CF27B5DA9A4D8505EC7C4B1024D88CA75FC"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729201601.png","01 Основы\Сети\assets\Pasted image 20240729201601.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","9EB5CB2768D52AD33D7B979322E82329095C6DA391465330C30614638C092CE2"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729202939.png","01 Основы\Сети\assets\Pasted image 20240729202939.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","2AFE42D453545AF52C609AC2EAE7000F6201C150F515B688B84F29DEC66D3C5C"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729203117.png","01 Основы\Сети\assets\Pasted image 20240729203117.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","5E4F501516E2DE0B1A393F8C9907D33CB8C3F5AE1DFF8559124AB3F53BC94DF5"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729204348.png","01 Основы\Сети\assets\Pasted image 20240729204348.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","40BA0B120D29C39CE2F2AFACB0E316E81568EC7569706615265B50FC63474907"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729204520.png","01 Основы\Сети\assets\Pasted image 20240729204520.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","94D3E8843A243980BB89C5C2F7DEBF4EFEADCED0082085BBB27426A4561FE8D5"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729204657.png","01 Основы\Сети\assets\Pasted image 20240729204657.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","0BC5DA46084C06BE978156AE27DCFDD9AE66A6F3FD8F2252D00F5AD0F655D9FA"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240729204741.png","01 Основы\Сети\assets\Pasted image 20240729204741.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","CB5FC2E3B68C881D5CFFFECCDBDFF16C83558986C51CC2EDDC1E9DE2D70F750E"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240730135852.png","01 Основы\Сети\assets\Pasted image 20240730135852.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","06FC84F99641ACE2B97C75529B81DFA87593D91097E974A0491F506326195711"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240730135926.png","01 Основы\Сети\assets\Pasted image 20240730135926.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","6F70ADF7B2BECA00D0F57CE970F2053DE63A6DFEE736A4BC921188D8D75D4B05"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240730191249.png","01 Основы\Сети\assets\Pasted image 20240730191249.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","D61DF605ED721BA9CEFFDA022A0AE969C69736A65BFAB274BF1F9A04C8731D2B"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240730191414.png","01 Основы\Сети\assets\Pasted image 20240730191414.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","6C8400B2F52820C87CB9D8A5526964D73F3250C739F4363066FF662E33469682"
"01 Основы\Сети\assets_DO2_LinuxNetwork-1\Pasted image 20240730212607.png","01 Основы\Сети\assets\Pasted image 20240730212607.png","01 Основы\Сети\Практикум Linux Networking.md","referenced-by-one-note","19E0AD8F7B509783600884A0D6B0E4005385D448DD0D10C3784C8E9651FDAE53"
